GeneSymbol,proB_CLP_BM,proB_FrA_BM,proB_FrBC_BM,preB_FrC_BM,preB_FrD_BM,B_FrE_BM,B_FrF_BM,B_Fo_Sp,preT_ETP_Th,preT_DN2_Th,preT_DN3A_Th,preT_DN3B_Th,T_DN4_Th,T_DP_Th,T_4SP24._Th,T_8SP24._Th,T_4Nve_Sp,T_8Nve_Sp
NBEAL1,133.333,95.3655,121.18,117.42,181.477,123.81,230.462,288.752,95.6759,69.0629,53.7194,67.5647,91.9027,120.419,120.881,133.389,162.755,92.8023
CYP20A1,138.786,127.118,116.154,130.428,109.727,115.505,127.711,156.306,150.784,100.08,44.3091,76.2775,94.1868,63.9951,119.838,133.372,94.7886,82.4143
ABI2,369.438,258.457,241.086,112.081,83.5685,55.279,65.4195,68.9499,317.605,168.04,80.3689,150.172,202.442,113.748,153.673,139.06,119.288,105.611
EIF4A1,3180.37,2404.17,2695.59,3137.06,1714.17,1467.21,1101.25,1421.6,3110.05,3074.32,2698.37,3866.33,3235.61,1638.01,2627.9,2804.89,1771.32,1664.22
CD28,120.536,122.39,40.9874,32.922,37.3672,41.1295,40.2423,29.352,127.668,55.7124,165.819,630.497,1240.01,947.64,1307,466.775,1696.56,368.096
CTLA4,45.4871,54.3902,34.9044,29.6723,37.5981,40.2356,48.641,33.0537,73.8967,58.9793,490.828,199.003,79.6025,59.4194,149.303,66.817,196.303,52.588
ICOS,151.013,113.634,44.8151,45.7683,42.2024,49.2326,56.7742,45.6069,109.018,68.9252,67.9027,60.2756,236.663,129.239,1051.79,577.489,548.278,305.177
RPL17,3873.63,3535.11,3307.85,3246.29,2927.12,2748.87,3596.91,4429.5,5532,5859.24,6493.05,5704.02,5719.14,1631.98,3603.82,3911.89,6785.51,3478.13
PARD3B,138.102,151.401,107.838,107.276,87.2935,104.314,114.876,102.967,121.823,95.0464,88.5101,83.0676,90.3549,125.215,84.7151,78.1613,73.1687,98.7281
NRP2,51.1154,61.0179,47.666,50.1668,55.2542,55.4282,63.279,49.3466,46.0985,46.5201,55.8118,53.7394,47.4229,77.2573,62.3043,58.258,55.5576,69.5113
EEF1B2,1882.27,1456.21,997.875,1516.63,663.816,594.641,737.385,834.57,1716.67,1400.43,1067.17,1318.03,1221.14,334.884,1339.63,1615.86,1364.33,1602.92
SNORA41,78.75,52.5691,58.0307,77.4463,40.1046,52.261,55.3691,84.1619,57.4194,71.2304,60.7987,88.327,82.7752,33.4381,69.7096,91.5624,72.9289,53.7509
ZDBF2,21.3196,25.4838,23.9087,18.1071,24.7146,21.8814,22.7266,19.4828,21.8328,19.8032,24.5242,19.34,21.1931,30.9848,23.2522,20.5363,21.7767,33.0491
ADAM23,31.5594,34.4686,27.9083,28.5869,33.4902,29.3267,34.8236,28.9476,32.7151,28.5763,31.2446,34.7587,32.9692,45.5604,36.0085,36.7425,33.4437,35.5733
FASTKD2,111.168,69.2396,129.827,164.505,94.7104,99.4281,85.3202,130.233,144.968,176.75,113.02,197.168,194.037,37.0824,96.5763,120.863,117.441,80.3662
GM13749,14.2557,14.7277,15.8835,13.1602,16.045,17.2885,16.9238,15.587,13.7219,14.8365,14.8506,14.7768,15.6445,20.7772,16.7899,14.8736,13.4671,21.0442
CREB1,702.794,597.749,789.687,758.989,985.754,879.779,865.121,991.867,595.677,560.96,488.844,544.005,670.293,901.556,775.251,797.804,854.608,726.118
CCNYL1,141.258,114.757,163.012,113.174,173.993,345.6,180.701,335.145,49.4344,77.9101,83.9403,76.7058,83.6424,68.2535,136.077,158.821,173.915,120.495
PIKFYVE,253.912,203.641,254.412,239.534,321.146,341.896,618.139,812.22,199.124,185.699,164.051,196.978,196.146,225.085,288.18,267.697,319.56,209.83
PTH2R,23.4183,26.2435,20.1668,27.7081,22.359,26.7022,25.1102,22.5934,22.6221,22.4903,26.251,24.6695,24.1182,29.4048,25.9151,28.6525,24.4387,34.1724
CRYGF,47.9856,51.4242,52.8561,49.2294,51.5316,54.4376,48.5634,40.9767,45.3525,55.1837,48.5638,51.0099,52.2721,64.7405,46.0683,49.9697,48.1946,50.9484
MTAP2,28.4516,31.6754,32.9088,45.9258,61.0331,102.491,32.6582,31.3083,27.7527,27.966,35.3455,30.766,42.8088,36.7721,45.9109,30.234,34.8658,38.4655
UNC80,43.2745,53.1717,48.1781,39.3221,49.1131,53.5269,51.542,45.0997,41.3899,45.0733,54.1781,44.9804,46.521,68.6673,47.5773,48.3673,44.8756,57.145
RPE,289.801,235.693,335.569,318.374,354.801,356.433,333.285,358.658,262.354,365.898,344.47,348.313,355.085,332.314,362.365,348.919,374.947,259.517
CPS1,39.3985,41.6509,42.9626,37.61,47.5064,42.6171,44.456,40.3144,39.9105,40.238,46.9874,41.076,44.2757,48.7068,44.0168,41.755,43.9781,50.7619
SPAG16,12.2143,13.5904,13.1455,12.1755,13.8877,13.7438,14.5194,12.6834,12.8886,13.1556,13.4224,14.4801,13.6143,16.5472,13.8374,13.4758,13.3751,17.1473
VWC2L,31.8097,41.025,34.4657,31.358,41.7086,38.7329,38.0839,36.2373,37.4871,36.0654,37.8941,36.1746,43.1062,60.1771,39.7093,34.5486,33.3763,52.53
ATIC,819.383,616.848,854.46,1192.54,288.767,602.392,486.803,574.654,771.496,843.676,649.226,1523.93,1148.15,364.597,1107.92,1360.49,812.82,1025.99
GM15456,55.5701,75.9527,63.3327,59.422,66.6689,70.8489,70.7019,49.7676,60.2132,50.5721,61.4939,52.3354,58.2655,142.617,69.0077,70.6886,62.3918,121.413
RPL21,3757.84,3843.08,3331.77,3452.71,2670.26,2405.74,3439.44,4325.72,4279.36,4870.23,5838.37,5076.4,5448.03,1525.56,3535.04,3576.24,4867.73,3291.27
TMEM169,44.614,51.1922,42.394,42.4662,49.8156,48.9487,45.9941,43.3957,44.9974,39.2948,43.5684,47.6158,44.4469,56.6091,47.3468,46.9226,49.2417,59.3306
XRCC5,298.482,179.089,262.85,429.836,180.326,203.53,289.312,429.964,413.682,527.524,537.606,865.348,676.53,151.157,406.51,427.471,399.034,311.172
SMARCAL1,278.857,225.434,311.331,385.542,293.215,349.304,305.418,306.167,267.445,281.33,276.761,279.809,255.722,197.017,247.092,258.803,200.466,197.428
RPL37A,2746.66,2481.39,1921.6,2036.27,1512.91,1279.16,2460.27,2636.52,2024.89,1311.53,1161.17,1336.32,1148.44,1005.49,2734.28,3169.65,1791.04,2853.43
IGFBP2,62.5481,80.1146,61.3537,59.1211,66.6875,75.4507,76.5089,61.0721,70.1027,70.9102,66.7012,67.8405,62.9456,107.038,72.2511,73.3014,75.0604,99.4658
RUFY4,54.5198,60.9558,47.6585,45.2353,52.8581,58.9499,61.5294,48.6598,49.5507,48.0553,57.5559,47.5359,54.0211,70.1907,52.3977,53.6311,46.3546,59.3621
CXCR2,471.224,181.916,29.2789,32.8822,22.4422,33.8141,33.9786,12.7374,25.7757,15.8204,12.5273,14.5039,12.9477,18.3486,14.5985,11.9585,14.8914,17.6159
ARPC2,1817.48,1577.83,1342.29,1321.49,1289.86,1688.68,1780.99,1796.04,1560.87,1252.7,918.336,1052.79,1185.77,1031.23,1974.62,1931.18,1591.84,1487.47
GPBAR1,120.03,154.062,115.067,111.124,124.099,137.801,149.877,120.562,143.124,119.863,138.501,119.892,138.204,171.29,130.652,124.843,124.666,153.955
PNKD,117.559,115.051,92.4452,93.4402,103.637,113.057,112.475,93.841,122.015,116.284,199.06,152.849,151.905,149.238,126.234,115.38,113.172,128.899
GM216,24.4842,32.2531,28.224,24.3328,30.6905,32.1636,30.1491,25.5915,26.9071,27.3338,32.7418,28.5158,27.6259,39.1471,29.568,28.2656,28.3508,34.6685
SLC11A1,100.006,111.907,53.0358,50.8159,65.5936,69.1258,68.0133,48.1973,52.7001,53.9442,58.6193,52.8266,53.2035,79.3241,53.721,57.229,56.9151,70.8621
CTDSP1,565.294,542.341,598.215,606.7,601.253,594.894,886.927,755.925,526.89,618.683,854.801,696.972,750.534,774.892,754.228,727.39,687.37,804.282
MIR26B,57.001,62.1682,44.8792,47.6981,57.2608,58.0877,71.2206,85.2673,61.7362,52.3577,62.3319,49.057,52.0312,65.9987,56.4548,51.9504,58.0959,67.1951
VIL1,28.8005,34.7275,28.9373,27.4279,31.9801,37.3622,37.865,32.8835,27.826,29.0838,31.8192,30.872,32.4909,40.4648,33.1286,29.2526,30.5664,33.769
RQCD1,461.441,354.572,457.641,753.343,331.278,233.024,232.019,258.411,495.771,659.379,385.013,780.798,629.913,215.18,338.227,382.725,268.189,230.334
PLCD4,32.2301,37.7062,38.9442,35.3736,39.5123,36.5524,39.6775,34.7442,33.7017,36.1328,39.0885,34.0863,38.3296,44.3575,44.8776,36.1363,36.1837,43.41
BCS1L,265.094,168.36,178.868,216.555,124.74,146.998,145.657,170.8,264.084,294.08,316.027,356.685,245.398,90.2546,173.795,202.355,174.437,167.934
STK36,75.9769,81.0262,64.4077,61.5042,76.5711,71.3515,82.734,58.3653,77.4752,70.2118,81.6528,67.6951,65.2839,91.0599,66.9801,70.7623,65.1837,82.0638
TTLL4,410.308,335.185,370.012,516.737,273.543,429.788,329.218,413.777,437.47,512.192,537.488,704.939,621.941,385.016,357.394,345.451,500.083,261.573
CYP27A1,83.1565,99.9967,78.6745,64.5344,105.305,122.043,240.405,217.859,64.579,57.794,62.7138,59.8826,61.0258,96.4146,82.563,69.0321,61.6658,93.6322
WNT6,74.2847,102.132,79.1929,67.3875,81.8507,85.6304,80.0387,56.4151,68.007,67.7337,77.3481,68.049,66.6502,120.061,86.5457,85.0112,77.4115,131.483
WNT10A,115.347,158.5,115.683,115.031,128.802,281.594,163.827,112.327,117.896,111.378,121.043,112.381,122.235,158.873,160.492,128.007,122.619,179.472
CDK5R2,129.072,171.636,119.197,137.162,135.681,163.107,156.747,135.772,151.038,147.408,151.873,155.209,162.28,186.911,132.763,140.539,148.882,194.463
FAM134A,297.158,263.358,270.437,334.581,236.715,276.183,302.919,337.097,303.483,379.286,455.272,323.182,331.486,312.897,372.434,349.037,407.658,327.721
ZFAND2B,158.843,162.629,197.739,191.632,218.127,236.22,234.568,199.566,213.279,187.266,264.385,197.6,225.822,182.458,251.974,191.397,236.272,196.472
ANKZF1,169.648,141.449,147.723,155.717,167.403,152.344,166.085,182.622,155.963,137.872,161.488,115.248,117.796,125.688,165.526,168.374,196.931,155.074
STK16,509.076,382.442,383.647,381.001,310.74,282.826,237.233,247.669,589.577,769.509,731.102,489.445,399.633,288.735,335.631,341.463,366.397,254.788
DNAJB2,55.9445,57.4659,50.9748,44.2356,50.6736,66.0155,100.268,111.041,75.798,70.512,81.7421,64.7092,58.9434,73.9058,77.712,70.8709,108.802,85.9911
DES,45.6439,61.6506,44.6782,46.7314,55.0899,58.4831,53.834,44.6579,45.201,47.7716,43.9215,47.3047,40.4689,94.4727,57.1502,52.8619,47.3854,82.7678
SPEG,55.713,67.9238,58.291,53.0471,60.1072,68.7019,66.7549,65.9034,59.1732,56.2261,68.2142,57.4459,64.2238,79.4175,62.7262,65.5984,56.1758,74.52
GMPPA,278.507,222.713,207.105,275.217,254.927,280.072,218.414,216.874,300.705,322.565,446.066,311.643,259.237,168.43,281.043,311.286,280.39,236.371
ACCN4,74.0422,99.9405,80.3956,73.9729,91.0371,78.2694,82.9736,74.4344,80.8477,82.3338,94.4583,84.6482,90.1226,104.666,86.7646,89.9488,85.0207,113.068
TMEM198,48.7989,64.1182,48.106,50.5699,54.665,67.2655,59.7519,55.8071,45.9677,50.0754,49.1326,50.3114,49.2169,72.5827,67.5392,59.2848,54.3849,80.4566
INHA,51.1836,59.8096,54.8178,45.1883,49.7977,57.7884,58.3384,47.3853,45.6467,40.9903,48.4584,43.5783,45.5885,74.9293,60.3471,52.9676,48.2759,74.6016
STK11IP,182.128,157.355,209.954,326.744,246.655,334.648,296.725,295.696,252.627,251.534,213.945,210.308,194.631,161.189,194.427,186.522,174.803,196.503
SLC4A3,80.0926,91.1274,69.3261,68.9864,83.6029,91.0629,96.12,81.5914,86.6057,77.67,87.1797,71.9384,80.5715,101.824,82.5851,79.2849,74.093,98.261
LOC100504876,17.5978,21.7167,18.0282,16.4372,20.3672,20.6121,20.0563,15.9118,17.1555,16.6886,20.072,21.2945,20.4827,27.4618,15.7287,15.6332,19.5103,22.3334
SGPP2,54.4092,62.4855,55.2505,52.9404,64.8921,72.3385,80.3335,56.4128,50.0288,53.836,55.4819,53.1595,54.4355,82.5854,69.5437,68.4104,54.2307,76.6318
MOGAT1,22.4042,24.4048,23.3121,23.0318,23.2265,25.3686,27.0283,22.0496,23.8129,23.6578,24.302,27.1606,25.9198,30.2303,27.968,26.6275,24.8178,34.8462
ACSL3,167.218,102.237,120.446,144.53,102.894,78.2587,119.071,190.501,200.024,253.235,141.689,305.031,311.393,159.318,75.2435,54.0514,119.859,53.231
KCNE4,31.7547,37.8652,25.2797,29.7385,32.4843,38.6792,39.31,33.9276,32.9847,32.8024,28.4834,36.2063,34.2649,36.5387,41.1475,40.1676,33.6162,45.6455
GM10555,14.5362,13.5143,12.3009,15.8416,18.1072,14.2576,15.1528,13.8693,11.4307,13.0468,11.9557,12.3512,12.9918,17.2055,13.4792,13.8486,13.108,14.6231
MRPL44,195.815,178.475,175.926,195.605,158.623,144.959,124.779,150.485,250.364,315.419,258.602,339.383,309.949,121.13,169.228,172.039,192.782,128.295
9830004L10RIK,7.43571,7.85581,9.09823,9.13063,10.0302,9.86896,9.21265,7.81794,7.57394,7.20838,7.72047,7.76169,8.331,12.302,9.31424,9.3955,9.15008,14.5913
9430031J16RIK,17.9297,21.9927,22.9849,18.1688,20.2754,22.9307,22.1457,17.8155,20.2992,20.7572,22.3675,20.8837,19.4959,30.6772,18.8827,24.1009,22.4708,25.8093
RHBDD1,171.938,165.68,171.297,181.468,236.476,224.446,228.855,205.963,196.534,208.101,242.38,183.452,164.914,134.763,219.911,211.924,221.186,208.002
COL4A3,74.6588,100.568,79.5478,73.4848,90.0851,88.1294,96.3465,75.819,75.2795,72.4592,77.5111,77.1948,81.2402,135.649,80.0128,84.6884,77.0279,101.061
MFF,384.247,343.279,433.929,435.629,494.081,435.039,434.961,477.329,362.04,390.251,369.134,327.132,350.014,376.492,524.897,473.771,444.198,356.969
AGFG1,916.527,792.209,1280.04,1527.06,1452.96,1263.18,1219.54,1468.22,856.362,870.984,1104.95,1149.36,1140.37,883.288,2261.97,2366.85,2352.13,1698.99
CCL20,44.4473,40.7433,34.0754,36.0238,45.7938,47.3299,48.325,46.1563,44.1799,39.1349,37.5303,38.4127,42.8134,34.096,42.0153,36.8184,37.5899,31.8432
WDR69,11.1854,11.9892,11.2379,11.4801,11.8538,14.2378,12.3104,12.1879,11.186,12.4148,13.1112,12.3899,12.5846,17.8935,12.0392,11.5183,11.1399,17.8149
FBXO36,120.591,119.163,110.949,132.445,107.705,112.7,105.376,92.3198,127.609,150.485,202.829,218.88,210.444,161.045,121.228,120.906,113.624,135.409
GM7609,51.0059,50.5372,25.7494,25.361,41.2228,104.217,429.9,489.023,26.9503,29.613,31.1437,30.209,29.7875,45.7804,29.8065,32.1081,40.0743,36.3107
RPL19,5775.13,5231.01,5636.18,5421.13,5115.38,4786.34,5975.44,6069.63,6443.46,6521.23,7811.44,7211.66,7695.08,3151.31,6770.02,6617.95,6579.68,6751
A530040E14RIK,55.3843,56.0927,52.4082,39.17,76.5029,465.047,237.062,380.397,30.3158,31.9126,37.0237,29.9116,30.2671,55.3582,41.826,49.57,45.0666,37.3093
SP110,355.322,288.689,243.698,154.563,277.878,644.658,491.483,667.068,348.087,464.454,622.585,400.765,382.491,237.988,536.064,550.428,543.121,431.982
G530012D18RIK,122.899,118.869,78.956,66.8739,99.6154,153.901,129.896,164.072,50.3919,51.6358,67.4958,50.5628,53.6689,87.1696,138.148,142.59,75.4265,95.4473
SP140,307.228,276.471,209.323,170.431,209.703,706.035,532.362,753.82,156.269,168.476,244.092,90.063,103.753,141.893,235.953,274.332,172.229,210.185
SP100,1027.8,936.255,753.392,476.822,1371.2,2515.65,2047.83,2504.62,569.209,392.516,550.912,251.824,726.358,761.741,2252.79,2206.77,2298.7,1607.06
CAB39,1007.61,772.184,1064.59,1106.55,1144.21,1121.61,1184.26,1309.78,1065.6,1202.44,1173.01,1272.86,1578.37,1462.56,1434.17,1235.72,1790.42,1170.75
ITM2C,197.896,191.734,198.221,92.2407,71.3203,114.564,116.638,87.941,353.381,326.795,541.156,315.572,317.586,300.698,560.315,432.091,602.714,448.481
4933407L21RIK,60.7229,67.1416,50.2462,51.8567,67.8073,67.6005,58.7784,63.0672,57.2299,58.1408,58.152,58.7126,67.6866,79.424,51.5021,49.8411,59.1541,60.0556
SPATA3,24.1059,30.2999,24.2063,22.9121,28.2175,28.4209,28.6557,21.3028,27.8404,22.3486,27.4012,26.2433,26.022,44.5988,27.6482,28.2434,24.3601,34.2725
2810459M11RIK,36.0553,45.6662,35.9348,36.4671,43.0436,47.3018,46.8448,36.286,47.3016,39.7133,41.8932,42.3927,46.1239,49.6616,44.1755,40.5432,40.2684,48.6084
PSMD1,617.661,448.03,743.977,1137.04,538.23,474.552,385.211,474.397,832.88,858.065,381.723,967.353,820.188,330.274,525.488,547.147,438.934,327.105
ARMC9,78.7554,72.7921,79.0603,90.7415,67.0574,68.0152,67.5712,63.6435,88.2935,80.929,111.888,106.242,91.4427,94.1682,73.8655,87.6953,73.5376,71.5331
B3GNT7,117.555,140.156,131.158,99.3525,106.94,118.568,129.13,113.522,103.57,91.9518,97.3492,93.1184,94.9622,135.786,100.011,99.8507,88.3474,141.682
NCL,169.11,175.539,168.827,162.232,155.023,150.789,142.336,117.087,151.487,150.654,189.24,175.573,155.604,154.092,186.857,182.011,150.496,214.073
1700019O17RIK,99.6606,129.522,115.059,107.683,123.846,133.44,119.304,107.135,116.787,126.611,129.177,118.009,123.504,150.878,115.116,105.106,123.694,153.364
RPL30-PS6,56.5079,49.3599,41.551,51.071,43.2341,45.2069,48.9948,54.5841,80.796,97.0217,90.962,99.2815,76.5531,58.1641,55.9111,49.9105,81.385,72.627
PTMA,3432.87,3457.58,3923.19,4814.51,3704.01,2413.83,1584.55,2072.05,4178.36,4565.58,3471.84,4771.03,5017.4,1701.58,1912.6,1801.56,1629.44,975.125
COPS7B,245.524,209.08,325.459,375.172,329.703,284.27,258.401,282.767,305.532,419.835,417.877,516.587,434.566,230.872,262.485,279.184,316.97,208.992
DIS3L2,244.982,195.255,252.128,261.429,257.831,275.993,210.139,236.948,293.426,290.913,359.864,314.915,298.825,165.012,269.513,272.643,224.035,182.17
AKP3,78.4782,98.8095,73.9425,80.7126,89.2616,102.386,91.5298,80.5098,74.664,71.6136,81.3115,78.8526,82.1077,134.394,88.7457,99.7974,83.7268,118.504
CHRND,43.6829,55.9939,44.9922,45.4254,45.113,51.9782,50.4214,48.9838,49.5558,43.7737,52.6157,45.9638,49.9248,65.7523,48.3777,44.6129,48.1953,58.8798
CHRNG,67.7148,75.1681,58.0804,60.6891,64.8177,77.5004,73.8937,61.9456,57.8277,55.6091,71.7706,66.892,64.966,92.418,71.6417,66.0832,66.2301,108.805
EIF4E2,313.756,278.931,313.621,374.832,337.375,313.32,320.717,358.718,334.477,295.187,297.94,354.956,356.103,244.145,377.126,392.195,388.305,318.376
EFHD1,47.229,44.8802,98.004,45.8776,40.7813,42.5768,39.8873,31.7623,38.1434,32.8144,40.4803,37.5013,38.8013,55.0275,43.6746,39.897,36.942,57.4728
GIGYF2,387.986,334.302,389.535,401.413,396.79,373.126,399.432,498.725,334.609,320.115,292.687,302.561,304.53,283.622,382.09,366.647,443.939,315.343
NEU2,31.2475,34.0974,38.0479,29.7659,38.3757,37.352,38.9674,35.4111,26.7366,30.3835,31.399,32.5842,31.1379,35.5002,30.3989,33.0473,35.5384,34.5233
3110079O15RIK,60.4392,72.599,60.883,61.3428,66.3548,84.6341,84.3632,63.3874,68.165,63.9397,70.6139,63.4325,69.5753,92.0432,66.4351,70.3742,67.8614,102.329
INPP5D,1885.58,1847.67,2705.43,1883.3,1925.48,2003.8,1840.29,2184.54,1565.99,962.324,491.389,499.755,587.449,652.117,1044.47,1071.01,1148.82,847.197
ATG16L1,226.381,219.397,228.132,259.971,292.313,308.048,321.474,395.942,293.538,228.84,233.925,253.039,284.947,258.087,308.244,312.971,359.534,225.133
5830472F04RIK,63.2338,52.0313,56.6156,65.7389,85.97,99.9007,88.4566,125.531,55.3519,55.562,59.655,66.5706,80.7513,58.3267,90.7915,91.3989,150.124,76.6337
SAG,40.0035,50.6253,40.0175,44.2749,55.2012,61.7749,63.3204,62.2721,42.4661,41.0502,46.5752,46.9094,54.3371,62.9352,62.0758,62.3865,71.1612,63.4129
DGKD,730.354,705.191,1762.51,1441.24,2791.62,2369.89,1852.15,1934.15,526.454,466.685,342.22,526.371,860.08,1447.01,1343.84,1125.72,1135.23,753.02
UGT1A9,114.383,102.223,71.6615,46.5273,36.7824,45.9701,41.7076,35.1395,72.5882,42.1613,33.0891,35.2806,36.1787,40.8524,37.6843,35.5023,34.8541,44.3445
HEATR7B1,123.873,120.804,214.619,211.948,169.907,110.246,76.7307,71.0995,86.5857,109.069,156.263,153.45,159.371,271.914,155.089,112.049,110.08,135.079
TRPM8,27.5995,36.6447,28.9498,28.1686,32.0526,38.0878,33.2779,27.5833,30.9564,29.2964,35.0368,30.8148,30.3436,44.7168,29.877,32.0212,28.4624,40.6693
SPP2,20.2472,21.5394,20.382,19.0155,24.486,21.6841,22.8359,19.0143,18.5035,20.0717,23.3017,21.899,20.3517,35.5055,21.828,21.7891,20.9095,35.5905
SH3BP4,76.7956,103.621,86.7663,70.6964,100.183,91.3751,85.6789,73.8657,71.059,62.8,79.082,72.0615,86.2534,152.373,76.2771,75.6072,72.868,128.513
AGAP1,193.45,168.638,101.985,95.5573,69.8605,81.8121,74.8478,60.3891,180.3,106.729,94.5373,95.8376,77.5762,87.0354,72.0634,77.5316,66.0692,90.1164
CXCR7,37.5602,39.2242,37.3433,35.5282,39.986,46.3545,36.6302,38.0137,33.8296,29.3747,31.6522,30.1954,33.8305,48.8127,41.2459,34.9367,34.2845,43.6639
COPS8,352.972,296.884,381.167,462.948,371.267,354.755,388.149,412.404,643.679,636.111,729.741,822.223,802.921,315.72,483.834,420.114,562.903,378.672
GM9991,38.3529,55.73,44.3708,42.6307,45.9587,50.5201,50.0591,44.669,44.4142,43.3838,51.6247,45.5356,46.1437,55.6588,51.0768,44.8644,47.5604,46.4587
MLPH,96.8597,109.68,97.4535,100.508,111.847,110.578,120.622,92.4938,100.444,99.3176,98.6936,93.2627,106.669,134.89,103.229,95.6255,96.737,117.315
PRLH,110.075,140.674,105.781,96.0323,120.299,145.677,148.789,134.484,105.717,112.968,136.197,122.928,129.314,127.975,107.084,97.9499,122.477,138.517
LRRFIP1,247.07,229.632,173.432,164.309,175.073,206.138,211.716,262.278,242.518,202.617,129.006,134.87,170.103,195.029,253.659,259.525,288.617,221.81
RBM44,27.0396,36.536,34.2231,73.6743,31.0998,25.8421,23.3821,21.8629,26.3208,30.9994,24.0818,31.7046,36.7639,38.6798,30.638,28.459,21.1831,30.3975
RAMP1,794.734,524.3,194.141,293.155,88.7364,69.6928,66.1438,61.1271,522.493,428.43,546.879,362.328,365.953,490.04,378.61,386.62,206.263,212.971
UBE2F,189.529,185.641,219.118,209.844,192.071,248.85,213.338,220.022,211.232,182.629,221.389,226.063,180.168,175.34,191.831,216.569,232.435,201.538
SCLY,158.021,145.705,195.547,284.253,188.487,247.003,224.871,219.307,191.28,264.523,312.865,228.341,200.893,119.847,182.078,219.374,165.932,183.029
ESPNL,120.603,148.371,95.5733,100.9,123.656,143.467,148.741,114.324,109.294,113.4,151.696,129.505,127.464,170.058,119.028,118.89,127.782,164.672
KLHL30,74.9684,86.7773,38.6985,40.1317,48.459,63.6594,50.941,42.9238,53.1344,61.3241,48.8731,44.5905,48.0571,61.4852,53.1196,45.7612,44.095,63.9699
FAM132B,56.3767,68.042,58.5273,55.1719,64.7777,72.6615,72.7268,70.708,55.6028,59.7384,66.539,64.8051,64.9703,83.9843,65.9234,66.0318,56.6716,77.8665
TRAF3IP1,76.6029,77.2188,95.6735,92.7968,76.4029,90.351,91.3726,122.837,75.8068,92.938,97.744,116.075,109.265,68.7686,89.3065,89.8477,92.6582,74.385
ASB1,95.7428,107.348,116.394,139.074,141.69,158.745,132.915,138.553,97.0364,109.489,121.061,110.419,118.493,119.243,123.064,121.247,115.141,115.569
TWIST2,67.0415,89.4929,79.5695,66.3018,73.0406,84.8462,92.4747,74.709,71.3995,75.0653,79.4948,74.4131,71.9614,123.772,79.1831,78.2217,74.3971,91.1996
OLFR1413,64.3757,67.311,53.9202,58.7563,66.5709,77.1637,75.5738,62.5726,69.9154,58.9961,65.9417,61.0685,66.8565,63.5457,51.695,59.4715,64.5479,45.6675
OLFR1412,45.3633,53.3011,48.738,46.934,49.9009,47.9706,58.2621,52.9443,43.4673,39.6284,54.1537,50.7908,52.9933,57.5351,45.0969,46.9671,51.4053,53.1223
OLFR1411,33.1242,39.7801,32.4535,34.5636,27.629,44.3383,42.3092,43.9977,34.9995,32.5975,36.0401,33.9974,37.675,46.7655,35.7036,32.6716,35.8442,42.083
OLFR1410,83.0765,98.1568,88.6492,85.7453,98.7473,110.554,120.457,103.962,84.3219,81.6211,93.2348,90.2937,97.7944,116.71,89.9417,83.574,88.6018,115.683
