"Genes","Curated_pathway","Database_ID","Database_pathway_name"
"UQCRH","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"UQCRQ","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"USMG5","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"USP30","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"VAT1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"VDAC1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"VDAC2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"VDAC3","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"VPS13C","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"VRK2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"WASF1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"YME1L1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"AGK","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"AIFM1","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"AK2","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"AK3","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"ARL2","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"ARL2BP","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"BLOC1S1","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"CAPN10","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"CAT","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"CHCHD2","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"CHCHD4","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"CHCHD5","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"CHCHD10","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"COA4","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"COX17","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"COX19","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"CPOX","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"CYCS","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"CYCT","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"DIABLO","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"DTYMK","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"DUSP18","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"DUSP21","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"FBXL4","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"GATM","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"GGNBP1","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"GLRX","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"HAX1","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"HSD3B2","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"HSD3B3","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"HSD3B6","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"HTRA2","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"LYN","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"MICU1","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"MICU2","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"MYOC","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"NDUFA8","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"NDUFB7","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"NDUFS1","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"NLN","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"NME4","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"OPA1","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"PARK7","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"PDIA3","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"PINK1","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"PNPT1","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"PRELID1","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"PRELID2","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"PRELID3A","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"PRELID3B","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"SDHAF3","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"SHMT2","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"SIRT5","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"SOD1","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"STAR","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"STOML2","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"SUOX","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"THOP1","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"TIMM8A1","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"TIMM9","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"TIMM10","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"TIMM10B","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"TIMM13","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"TIMM23","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"TIMM29","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"TRAP1","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"TRIAP1","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"TXNIP","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
"UQCC2","Mitochondrial proteins","GO:0005758","Mitochondrial intermembrane space"
